"id","name","club","nation","league","skills","weakFoot","height","weight","attWR","defWR","acceleRATE","bodyType","position","rating","acceleration","sprintspeed","positioning","finishing","shotpower","longshotsaccuracy","volleys","penalties","vision","crossing","freekickaccuracy","shortpassing","longpassing","curve","agility","balance","reactions","ballcontrol","dribbling","composure","interceptions","headingaccuracy","marking","standingtackle","slidingtackle","jumping","stamina","strength","aggression","likes","dislikes","likesRatio","positionRating"
"52815","Antoine Griezmann","240","France","53","4","4","176","73","3","2","Explosive","Unique","ST","89","95","96","99","97","93","88","99","94","92","90","92","88","87","93","97","90","92","92","91","96","56","94","49","61","57","99","97","73","83","4706","492","90.5348210850327","93.23000000000002"
"33211","Seung Mo Lee","1474","Korea Republic","83","3","3","185","70","2","2","Lengthy","High & Average","ST","63","77","80","59","53","65","63","43","49","58","46","50","66","63","55","65","68","63","69","62","62","67","66","57","69","68","70","74","82","64","0","0","0.0","63.82"
"50215","Timo Werner","112172","Germany","19","3","4","180","76","3","2","Controlled","Unique","ST","86","97","92","99","97","93","81","94","86","76","77","65","87","61","78","91","84","89","87","99","83","42","85","43","23","23","80","87","69","68","776","159","82.99465240641712","91.46999999999997"
"27823","Ronny König","110592","Germany","2076","2","4","190","93","2","1","Controlled","High & Stocky","ST","64","38","39","70","72","71","66","57","60","58","48","43","46","38","59","34","38","66","62","40","70","42","80","39","44","27","39","34","93","58","8","3","72.72727272727273","64.97999999999999"
"44261","Xiangchuang Yan","112378","China PR","2012","3","3","174","66","2","1","Controlled","Lean","ST","64","70","82","69","70","69","59","57","56","65","68","39","31","30","69","72","80","67","70","64","66","31","61","49","34","44","62","64","56","57","3","3","50.0","65.57"
"48771","Vladislavs Gutkovskis","114326","Latvia","66","2","4","187","82","3","2","Lengthy","High & Average","ST","76","92","93","82","81","85","75","92","81","66","38","49","74","58","46","74","78","69","74","72","59","36","89","35","15","24","79","85","95","78","85","14","85.85858585858585","81.47000000000001"
"26579","Kevin Volland","69","Germany","16","3","4","179","85","3","3","Controlled","Stocky","ST","82","71","70","85","93","91","92","85","76","81","78","80","80","74","79","73","79","87","88","88","84","45","76","36","50","33","84","85","94","80","65","60","52.0","85.91000000000001"
"52019","Siriki Dembélé","57","Scotland","16","4","5","173","67","3","2","Explosive","Lean","ST","69","99","94","68","67","69","65","67","58","66","63","55","64","54","54","86","90","67","71","74","65","38","64","23","46","47","34","69","54","45","2","0","100.0","69.69000000000001"
"50693","Rory Gaffney","306","Republic of Ireland","65","2","4","184","76","2","2","Controlled","Stocky","ST","60","53","52","62","62","61","56","56","57","70","58","48","64","55","54","48","53","61","58","51","54","42","63","39","52","36","67","60","71","51","27","5","84.375","60.14"
"27370","Kasper Dolberg","481","Denmark","53","3","4","187","84","3","2","Controlled","High & Average","ST","77","75","82","81","87","88","79","92","86","74","50","70","75","60","74","70","63","75","78","77","76","23","74","28","24","19","73","72","79","32","14","7","66.66666666666666","80.59"
"51207","Enner Valencia","326","Ecuador","68","4","3","177","74","3","3","Controlled","Average","ST","85","96","95","95","99","97","82","79","81","78","80","88","81","72","87","99","87","78","83","99","82","55","94","56","57","53","99","89","87","84","689","39","94.64285714285714","91.77"
"27202","Randal Kolo Muani","1824","France","19","4","3","187","73","2","2","Controlled","High & Average+","ST","78","96","89","81","86","76","63","79","71","62","43","54","76","61","68","81","51","74","81","84","77","38","77","32","32","31","82","66","69","32","437","120","78.45601436265709","80.22000000000001"
"26445","Mariano Díaz Mejía","243","Dominican Republic","53","3","4","180","76","2","2","Controlled","Average","ST","74","81","83","74","74","82","79","69","72","63","50","73","66","51","74","79","69","71","69","70","68","53","82","45","48","49","91","74","77","80","60","47","56.074766355140184","75.10999999999999"
"46960","Gurkirat Singh","113300","India","2149","2","3","175","70","3","2","Controlled","Average","ST","50","84","77","49","54","55","53","32","49","45","36","28","37","35","38","70","75","40","49","48","42","24","34","48","24","40","55","63","67","30","1","1","50.0","51.09"
"26685","Burak Yılmaz","634","Turkey","10","3","4","188","77","3","2","Controlled","High & Average","ST","77","81","83","83","89","92","78","90","91","70","65","80","70","58","74","69","42","78","72","69","80","33","74","29","29","26","68","67","81","82","54","15","78.26086956521739","80.76"
"51224","Alexander Sørloth","457","Norway","53","3","4","194","90","3","2","Lengthy","High & Average","ST","88","84","99","96","99","99","82","89","86","87","82","75","86","74","93","74","71","87","89","99","95","46","99","50","30","27","76","93","99","85","3063","638","82.76141583355849","94.69"
"53120","Loïs Openda","64","Belgium","16","3","3","174","78","3","1","Controlled","Average","ST","88","99","99","93","99","93","89","78","94","87","86","55","91","73","66","94","94","92","94","95","84","27","99","47","32","25","99","91","98","86","2421","2918","45.34557033152276","95.11000000000001"
"53683","Ruyeri Blanco","114580","Colombia","1014","2","2","180","75","3","2","Controlled","Average","ST","63","78","77","65","66","61","64","44","65","41","36","63","53","48","35","65","71","59","62","66","59","61","66","49","54","64","79","61","66","52","3","1","75.0","64.28999999999999"
"50742","Sergio Córdova","100409","Venezuela","19","3","2","188","87","2","2","Controlled","High & Stocky","ST","69","82","83","68","68","74","65","68","62","59","38","40","62","50","63","67","65","68","69","70","58","26","69","24","27","32","54","55","78","39","3","0","100.0","70.35999999999999"
"52273","Tony Watt","100805","Scotland","50","3","4","186","89","3","3","Controlled","High & Average","ST","68","80","81","66","70","71","65","62","73","63","62","48","67","66","67","68","74","64","67","69","69","48","68","47","58","58","73","86","76","63","2","1","66.66666666666666","69.32"
"29949","Romell Quioto","111139","Honduras","39","3","4","178","69","3","1","Controlled","Average","ST","75","88","97","80","83","81","68","74","80","71","69","69","71","63","72","75","68","72","68","73","68","21","73","16","17","10","68","73","84","86","24","7","77.41935483870968","78.05"
"50325","Youssef En-Nesyri","481","Morocco","53","3","4","188","78","3","3","Controlled","High & Average+","ST","86","87","93","89","90","90","82","83","76","66","65","66","86","73","83","89","88","87","84","93","83","36","95","32","36","32","93","82","83","84","497","1237","28.662053056516722","88.84"
"52303","James Scott","143","Scotland","60","2","3","189","87","3","1","Lengthy","High & Average","ST","62","75","78","61","62","62","57","54","55","46","50","42","51","36","50","58","52","58","59","62","53","21","67","18","25","28","67","54","72","52","0","0","0.0","62.71"
"49712","Fidel Martínez","111465","Ecuador","1990","4","3","179","75","3","1","Controlled","Lean","ST","78","95","99","85","79","69","68","76","88","67","70","66","71","62","64","82","66","74","78","79","71","59","76","27","36","49","84","81","74","60","3","0","100.0","78.58"
"53980","Wei Zhang","110955","China PR","2012","2","2","186","74","2","2","Controlled","High & Average+","ST","56","66","58","57","56","53","42","51","36","40","39","38","53","50","35","57","57","52","59","51","43","54","65","52","51","51","71","56","70","52","0","0","0.0","56.88999999999999"
"28891","Sergio Araujo","278","Argentina","63","3","5","180","76","2","1","Controlled","Average","ST","75","81","81","77","78","80","75","80","70","63","55","59","69","61","81","75","71","75","77","72","67","28","69","46","30","42","69","74","69","56","20","7","74.07407407407408","75.72999999999999"
"38001","Kenan Karaman","34","Turkey","19","3","3","189","83","2","3","Controlled","High & Average","ST","69","78","74","71","69","70","65","60","56","63","67","46","69","63","47","67","64","68","72","70","57","30","71","28","32","33","78","68","70","61","17","2","89.47368421052632","70.21000000000001"
"52080","Joe Taylor","1923","Wales","14","2","2","182","78","3","2","Controlled","Average","ST","54","78","80","53","61","54","48","40","55","41","28","32","44","25","36","69","61","54","45","38","44","20","57","28","22","28","63","57","66","33","2","1","66.66666666666666","55.309999999999995"
"34998","Charlie Kelman","1958","United States","61","3","3","175","70","3","3","Explosive","Average","ST","60","90","88","58","62","65","59","53","55","50","44","44","46","35","55","75","71","57","60","62","58","29","52","26","34","39","72","68","57","54","4","0","100.0","61.28000000000001"
"29973","Lucas Eduardo dos Santos João","1793","Angola","14","4","4","193","80","2","1","Lengthy","High & Average","ST","73","68","85","70","73","81","69","66","60","71","48","44","63","61","73","66","48","66","74","75","65","30","76","24","31","35","54","50","86","40","4","2","66.66666666666666","73.67999999999999"
"52846","Erling Braut Haaland","10","Norway","13","3","3","195","94","3","2","Lengthy","Unique","ST","90","88","99","95","99","99","97","90","82","79","50","66","79","56","82","80","76","92","86","82","89","45","82","46","55","30","84","83","99","95","712","201","77.98466593647316","92.05"
"29663","Hyun Kim","112558","Korea Republic","83","2","4","190","87","3","2","Lengthy","High & Average","ST","66","67","71","70","68","67","56","54","57","53","46","43","55","45","53","59","35","57","64","58","64","40","76","16","32","37","63","66","85","66","1","1","50.0","66.65"
"53114","Cameron Archer","12","England","14","2","4","179","74","3","1","Controlled","Average","ST","81","97","96","86","93","87","75","88","76","67","54","58","75","56","69","88","94","79","82","80","79","33","93","33","27","31","81","71","82","62","54","9","85.71428571428571","86.58"
"52568","Jorge Molina Vidal","110832","Spain","54","3","4","188","72","2","2","Controlled","High & Average","ST","84","39","42","91","90","99","91","91","85","84","57","73","90","71","68","34","33","99","86","86","87","47","91","52","37","22","46","34","98","85","67","41","62.03703703703704","87.18"
"53288","Agustín Fontana","1876","Argentina","1003","2","2","176","70","2","2","Controlled","Average","ST","69","87","81","72","69","70","57","62","65","62","45","50","66","50","49","79","74","65","69","73","67","31","72","48","28","27","73","68","72","56","1","0","100.0","70.57"
"52761","Romain Alessandrini","111773","France","2012","5","4","173","70","3","1","Explosive","Average","ST","87","97","99","89","91","96","88","98","88","86","83","89","84","78","90","94","91","86","88","87","86","42","67","54","70","43","84","86","74","88","1361","106","92.77436946148603","87.35000000000001"
"46618","Luke Rudden","111131","Republic of Ireland","65","2","3","173","66","3","2","Explosive","Lean","ST","50","87","81","52","52","50","45","37","49","40","38","34","38","33","41","75","64","50","45","49","47","22","44","14","22","26","52","50","33","43","4","1","80.0","50.61999999999999"
"52296","Sergiu Bu?","113387","Romania","330","3","3","185","85","3","1","Lengthy","High & Average","ST","65","69","72","68","65","69","64","60","59","63","48","61","65","46","53","60","63","61","63","58","68","55","73","42","46","50","81","67","77","59","1","0","100.0","66.56"
"26336","Georginio Rutter","10029","France","19","3","5","182","83","2","2","Controlled","Average","ST","75","84","86","76","77","74","69","68","68","62","52","45","66","51","56","77","79","72","76","77","69","20","77","21","34","32","76","66","74","35","56","6","90.32258064516128","75.67999999999998"
"50115","Haroune Camara","111114","Saudi Arabia","1990","2","3","184","81","3","1","Controlled","Stocky","ST","75","93","97","82","81","76","66","80","80","67","53","57","65","53","69","87","83","71","66","70","64","37","86","24","29","18","99","74","91","51","21","10","67.74193548387096","78.57000000000001"
"51299","Manuel Garrido Álvarez","450","Spain","53","2","3","190","77","2","2","Lengthy","High & Average","ST","62","73","62","66","62","63","60","58","62","48","58","43","60","52","41","56","46","61","63","61","63","25","65","19","22","32","59","58","70","33","0","2","0.0","63.470000000000006"
"29281","John Verhoek","27","Netherlands","20","2","3","188","87","3","2","Lengthy","High & Average","ST","71","69","70","71","74","73","62","65","71","66","53","61","63","48","59","62","68","70","67","67","67","34","82","18","29","32","81","79","87","77","14","2","87.5","71.96000000000001"
"27018","Amine Gouiri","74","France","16","4","3","180","72","3","2","Controlled","Average","ST","79","89","83","86","89","85","82","93","86","76","76","76","79","69","78","76","72","77","80","82","78","44","68","45","41","32","69","72","71","61","72","20","78.26086956521739","81.92999999999999"
"29885","Branimir Hrgota","165","Sweden","20","3","4","185","76","2","1","Controlled","High & Average+","ST","72","85","82","73","75","75","73","72","75","70","59","63","70","53","75","74","67","71","75","77","66","25","56","26","36","32","50","71","67","45","12","0","100.0","72.64000000000001"
"28261","Ricky van Wolfswinkel","1908","Netherlands","10","3","4","185","72","2","1","Lengthy","High & Average+","ST","72","64","65","76","83","78","75","69","79","69","66","59","69","64","69","61","65","78","78","77","73","48","69","45","38","26","81","66","83","61","11","0","100.0","75.99"
"28363","Matt Godden","1800","England","14","2","3","180","74","3","2","Controlled","Average","ST","70","69","64","76","74","72","65","71","74","58","42","59","62","47","58","67","77","73","69","63","70","45","76","28","34","36","82","70","68","61","3","1","75.0","70.98000000000002"
"52801","Niclas Füllkrug","38","Germany","19","3","4","189","83","3","2","Lengthy","High & Average","ST","85","77","77","93","88","91","85","81","91","77","83","82","84","61","90","73","69","88","88","90","84","32","99","52","38","23","81","72","94","78","195","31","86.28318584070797","89.07"
"35592","Kyle Joseph","1951","Scotland","60","2","3","185","73","2","2","Controlled","High & Average+","ST","61","84","83","62","63","59","55","53","56","47","43","36","52","40","38","68","66","57","61","61","53","26","60","28","21","35","78","66","60","27","2","1","66.66666666666666","62.050000000000004"
"47460","Nelson Weiper","169","Germany","19","2","3","192","81","2","2","Lengthy","High & Average","ST","60","63","71","62","65","58","57","48","57","48","39","38","46","37","41","52","38","58","61","59","45","23","65","24","22","34","68","53","70","63","15","2","88.23529411764706","61.47"
"51489","Gennaro Tutino","1843","Italy","32","3","3","177","76","3","1","Controlled","Average","ST","69","83","90","67","69","72","69","65","75","65","69","71","70","68","64","80","72","65","71","72","59","33","69","38","42","49","73","66","66","54","0","0","0.0","70.55999999999999"
"26544","Gonçalo Manuel Ganchinho Guedes","110","Portugal","13","4","4","179","68","3","1","Controlled","Average","ST","82","93","95","83","90","91","88","90","77","76","81","70","70","69","76","84","75","81","82","84","78","50","75","24","34","30","63","72","72","64","715","105","87.1951219512195","84.16"
"53604","Andrés Vombergar","1013","Slovenia","353","2","3","187","79","3","2","Controlled","High & Average+","ST","66","62","74","67","68","67","53","55","57","58","43","57","60","51","52","51","59","56","68","63","50","42","80","36","26","41","80","63","81","68","1","0","100.0","67.26"
"50270","Richarlison de Andrade","18","Brazil","13","4","5","181","71","3","2","Controlled","Average","ST","88","96","90","88","89","90","80","83","84","85","88","74","88","74","89","89","86","86","88","98","87","53","94","52","67","55","94","88","83","91","1068","407","72.40677966101696","89.35000000000002"
"52741","Cedric Itten","900","Switzerland","189","3","3","190","84","3","2","Lengthy","High & Average","ST","81","79","79","78","98","94","77","80","77","68","74","58","78","68","56","70","75","79","78","78","76","47","99","41","55","63","91","83","93","73","32","16","66.66666666666666","86.23"
"29763","Leandro Fernández","110093","Argentina","1014","3","5","176","74","2","1","Explosive","Average","ST","70","88","82","72","68","77","67","66","74","70","73","73","66","67","70","82","73","69","69","75","78","55","70","40","50","35","62","63","67","76","3","1","75.0","71.57000000000001"
"53117","Tammy Abraham","114912","England","31","4","5","195","86","3","2","Lengthy","High & Average+","ST","92","95","99","94","97","91","84","91","90","92","71","65","96","67","73","82","88","97","95","99","95","32","99","52","37","27","82","91","96","77","7734","714","91.54829545454545","95.55999999999999"
"29641","Tom Hopper","149","England","60","3","3","186","76","3","2","Lengthy","High & Average","ST","64","67","73","66","65","65","56","58","61","57","48","45","58","45","42","63","64","65","63","59","62","25","69","30","49","58","80","79","80","62","2","0","100.0","65.38000000000001"
"52826","Timo Werner","112172","Germany","19","4","5","180","76","3","2","Controlled","Unique","ST","89","98","95","99","99","96","84","97","89","79","80","67","90","71","81","94","86","92","90","99","86","44","91","47","24","23","85","90","72","71","1463","144","91.03920348475421","93.91"
"52541","Luka Jovic","110374","Serbia","31","3","5","182","85","2","2","Controlled","Stocky","ST","87","93","97","95","97","97","84","99","81","79","75","62","82","69","87","83","86","88","88","86","86","28","95","30","31","19","85","83","87","70","270","47","85.17350157728707","92.38999999999999"
"29998","Alhaji Kamara","1786","Sierra Leone","1","3","3","180","73","2","2","Controlled","Average","ST","68","86","87","68","67","69","55","60","58","54","47","42","57","44","57","73","75","64","66","65","64","36","71","32","36","43","85","70","83","76","1","0","100.0","68.81000000000002"
"27941","Cameron Jerome","1923","England","14","3","2","185","85","2","2","Controlled","High & Average","ST","66","59","72","68","68","70","62","68","65","53","44","55","57","39","66","59","58","67","65","62","65","50","72","46","50","47","78","55","78","74","8","0","100.0","67.41000000000001"
"28550","Marvin Pourié","110597","Germany","2076","3","4","184","83","3","2","Controlled","Average","ST","64","79","89","63","61","65","53","59","62","56","56","46","57","46","57","64","64","62","62","61","63","43","72","18","20","28","84","82","77","72","2","2","50.0","65.38000000000002"
"53429","Jefferson Duque","101100","Colombia","2209","3","2","183","79","2","1","Lengthy","Average","ST","72","68","72","71","78","74","75","63","82","56","46","69","65","57","32","62","63","70","69","66","74","44","79","19","27","32","78","65","77","46","0","0","0.0","72.62"
"37806","Gloire Amanda","1787","Canada","80","2","3","178","76","2","2","Controlled","Average","ST","61","77","82","59","62","64","54","49","59","47","55","40","57","33","36","65","70","57","61","58","54","25","58","21","23","32","66","54","66","44","4","0","100.0","61.68"
"30108","Manfred Starke","110587","Namibia","2076","3","3","179","81","2","3","Controlled","Average","ST","64","80","83","64","70","78","70","75","67","58","66","71","64","52","73","69","73","60","67","66","56","30","53","31","30","34","62","82","70","49","14","1","93.33333333333333","67.78999999999999"
"52457","Chris Martin","15","Scotland","14","2","4","185","79","2","1","Controlled","High & Stocky","ST","68","41","43","70","72","75","64","71","72","73","43","61","66","43","67","47","52","68","71","61","68","55","79","39","48","49","71","56","84","69","1","1","50.0","68.9"
"51550","Amadou Bakayoko","561","Sierra Leone","60","3","3","193","85","2","3","Lengthy","High & Average","ST","65","81","86","63","65","70","52","57","63","55","53","35","57","39","38","45","42","60","63","64","57","45","69","46","52","55","53","75","82","78","3","0","100.0","66.56"
"50047","Manfred Ugalde","1383","Costa Rica","1990","3","3","173","68","3","2","Explosive","Average","ST","77","97","95","76","78","78","73","70","71","69","40","56","70","56","68","86","96","71","75","75","68","29","88","43","39","43","86","73","46","62","10","1","90.9090909090909","76.97"
"48811","Enner Valencia","326","Ecuador","68","4","3","177","74","3","3","Controlled","Average","ST","86","95","94","93","97","95","80","78","79","74","76","84","77","68","83","99","84","75","80","98","79","50","88","52","54","49","99","87","85","82","1714","93","94.85334809075816","89.27000000000001"
"28057","Carmelo Valencia","101101","Colombia","1014","3","3","177","74","3","2","Controlled","Stocky","ST","69","80","86","73","74","72","64","65","69","59","57","50","64","43","59","67","72","70","65","67","70","51","67","44","46","55","62","66","59","50","1","0","100.0","70.37"
"51330","Florian Niederlechner","166","Germany","19","3","4","187","86","3","3","Controlled","High & Average","ST","74","80","72","75","74","83","69","78","69","68","54","44","72","56","62","66","66","77","74","73","75","43","73","31","43","43","65","78","79","80","4","2","66.66666666666666","75.32"
"28246","Gianni Bruno","680","Belgium","4","3","3","180","73","3","1","Controlled","Average","ST","71","83","80","73","71","72","73","67","68","68","63","66","68","61","62","72","70","68","70","72","68","44","71","42","44","41","70","66","67","59","3","1","75.0","71.65"
"29278","Bobby Wood","111065","United States","39","3","3","180","79","2","2","Controlled","Stocky","ST","66","83","83","59","66","73","64","71","69","38","62","62","62","59","67","74","73","61","65","65","59","44","69","22","28","33","81","60","73","58","4","3","57.14285714285714","67.24000000000001"
"28306","Ched Evans","1801","Wales","14","2","3","183","76","3","2","Controlled","Average","ST","66","59","59","72","76","76","62","79","72","61","51","65","60","50","53","60","63","66","63","60","66","41","69","33","37","35","74","65","82","83","6","9","40.0","69.17"
"33571","Yusupha Njie","1898","Gambia","308","3","3","188","72","2","2","Controlled","High & Average+","ST","69","83","85","65","68","73","67","67","60","60","54","55","62","40","65","65","58","69","72","70","73","47","73","44","41","44","63","70","73","58","4","0","100.0","70.58000000000003"
"27015","Ezequiel Ávila","479","Argentina","53","3","5","172","81","3","3","Controlled","Average","ST","79","75","84","85","95","89","76","87","76","68","59","57","71","62","58","80","90","78","77","94","72","38","74","38","46","41","73","76","86","89","64","25","71.91011235955057","84.03999999999999"
"33130","Jacob Brown","1806","Scotland","14","3","3","184","72","3","3","Controlled","Lean","ST","70","82","83","68","72","72","66","61","58","66","65","47","65","55","58","74","72","68","68","68","68","52","74","41","58","56","85","83","72","64","10","0","100.0","70.88000000000001"
"29664","Franck Boli","1874","Côte d'Ivoire","2211","3","3","180","77","2","1","Controlled","Stocky","ST","71","74","71","72","88","76","67","52","71","51","36","37","54","43","49","70","77","71","77","79","67","14","68","31","19","17","95","52","84","53","7","0","100.0","74.97000000000001"
"50212","Luis Suárez","1377","Uruguay","1003","3","4","182","86","3","2","Controlled","Unique","ST","89","89","82","95","99","95","97","93","91","85","80","86","83","78","90","80","88","99","99","95","98","42","91","45","49","41","82","83","97","93","804","147","84.54258675078864","94.67"
"31695","Fejsal Mulic","981","Serbia","83","3","3","203","84","3","2","Lengthy","High & Average","ST","69","70","81","69","73","74","56","64","65","36","45","52","47","30","39","46","42","56","66","78","56","32","80","37","34","21","37","53","92","78","12","2","85.71428571428571","70.81"
"29850","Per Frick","700","Sweden","56","2","2","182","81","3","2","Controlled","Stocky","ST","68","84","81","73","68","64","58","59","68","62","52","47","63","56","46","73","70","79","58","55","72","37","71","40","42","40","90","75","85","88","3","1","75.0","68.93"
"50920","Manuel Wintzheimer","110500","Germany","20","2","5","180","77","3","2","Controlled","Average","ST","68","79","69","73","72","71","62","60","55","69","69","37","66","57","50","73","71","64","69","65","55","29","68","27","35","32","72","70","71","57","3","0","100.0","69.44"
"50683","Youssuf Sylla","15005","Belgium","4","2","3","191","90","2","2","Controlled","High & Average","ST","60","74","80","48","64","56","53","51","58","55","54","48","53","46","47","89","67","45","64","73","43","15","63","13","19","17","70","58","78","46","6","7","46.15384615384615","60.89000000000001"
"46398","Kyle Robinson","423","Republic of Ireland","65","2","3","182","73","3","2","Controlled","Lean","ST","55","75","73","58","56","53","46","47","55","48","40","43","51","34","43","55","55","48","50","55","52","29","60","26","31","36","59","54","51","51","1","1","50.0","55.68"
"27216","Francesco Caputo","1837","Italy","31","3","4","181","74","3","1","Controlled","Lean","ST","78","86","87","84","83","76","70","80","78","65","50","54","70","58","58","85","79","80","78","76","72","22","78","44","28","30","85","69","70","50","28","9","75.67567567567568","79.26999999999998"
"26957","Sardar Azmoun","32","Iran","19","3","4","186","78","2","1","Controlled","High & Average","ST","80","83","81","86","86","85","78","79","59","75","64","50","77","63","71","77","76","81","81","76","79","34","84","39","33","32","98","68","81","75","109","44","71.24183006535948","82.64999999999999"
"30739","Fabian Piasecki","114326","Poland","66","3","3","186","77","2","2","Controlled","High & Average","ST","67","83","85","70","71","69","66","64","62","54","51","52","66","55","51","74","67","58","65","63","58","45","62","40","37","42","76","81","78","68","3","0","100.0","68.56"
"51611","Jamille Matt","1803","Jamaica","61","2","3","194","92","3","2","Lengthy","High & Average","ST","65","63","59","67","67","68","56","61","64","53","40","40","59","43","56","43","31","63","63","58","64","20","70","34","30","31","76","75","92","69","0","0","0.0","65.89000000000001"
"51693","Jonathan Burkardt","169","Germany","19","4","3","181","79","3","2","Controlled","Average","ST","85","91","95","95","99","90","77","88","86","81","70","50","84","68","68","93","89","85","86","99","76","49","81","55","47","41","84","88","84","80","251","193","56.531531531531535","90.46000000000002"
"44985","Edder Farías","110990","Venezuela","1003","2","3","184","81","2","2","Lengthy","Stocky","ST","66","63","74","66","69","70","55","68","64","58","29","37","63","57","35","52","59","61","63","61","56","41","69","24","30","28","85","67","82","73","1","1","50.0","66.83000000000001"
"51743","Kelechi Iheanacho","95","Nigeria","13","4","3","185","82","2","2","Controlled","High & Average","ST","83","87","88","90","95","91","83","98","83","79","65","69","85","76","81","79","74","83","87","84","73","36","78","46","43","37","63","73","80","78","83","25","76.85185185185185","87.5"
"27796","Ole Gunnar Solskjær","114605","Norway","13","3","4","178","74","3","2","Controlled","Average","ST","86","94","92","96","99","88","84","99","90","81","72","64","75","69","84","80","75","90","86","83","88","41","84","44","37","41","67","75","66","52","602","228","72.53012048192771","89.02000000000001"
"29427","M'Baye Niang","57","Senegal","16","3","4","184","75","3","1","Lengthy","Average","ST","73","78","86","72","72","87","73","71","75","70","65","66","68","58","70","70","65","68","72","72","72","38","72","34","32","35","74","49","84","52","8","2","80.0","74.53"
"29562","Anthony Lozano","1968","Honduras","53","3","3","185","74","2","1","Controlled","High & Average","ST","75","86","87","77","77","76","75","64","68","75","63","56","68","58","57","70","60","72","69","74","71","26","79","37","48","50","78","62","83","67","24","4","85.71428571428571","76.08"
"49314","Vincent Aboubakar","1395","Cameroon","1990","4","4","184","82","3","2","Lengthy","Stocky","ST","79","85","85","85","87","82","76","95","86","79","66","70","76","71","80","76","66","78","81","78","86","36","81","48","25","21","79","78","91","80","46","10","82.14285714285714","82.99000000000001"
"54261","Alexandre Lacazette","66","France","16","5","4","175","73","3","3","Controlled","Unique","ST","96","99","99","99","94","99","91","96","99","99","85","94","99","94","97","98","95","95","99","99","93","54","97","55","62","46","99","88","99","94","181","136","57.09779179810725","97.28000000000002"
"50669","Ferran Jutglà Blanch","231","Spain","4","4","4","174","79","3","2","Controlled","Average","ST","87","98","93","93","99","89","90","99","77","84","84","78","90","71","84","87","89","81","90","87","81","25","77","27","35","30","78","82","80","70","1443","1358","51.51731524455552","89.83000000000001"
"35799","Zakhele Lepasa","110930","South Africa","347","3","3","180","76","2","2","Controlled","Average","ST","64","83","81","68","71","61","58","45","70","57","24","41","55","33","41","55","61","56","64","64","70","30","62","30","26","36","66","61","57","39","2","1","66.66666666666666","64.89"
"29270","Simon Zoller","160","Germany","19","3","3","179","70","3","3","Controlled","Lean","ST","73","83","75","76","77","73","69","72","66","67","68","55","68","53","69","75","72","72","76","72","71","32","71","49","47","40","64","76","63","57","4","1","80.0","73.66999999999999"
"53692","Maximiliano Romero","101085","Argentina","1014","3","5","179","72","2","2","Controlled","Average","ST","70","82","83","74","80","83","65","90","67","53","45","46","55","43","41","67","60","67","67","63","59","29","69","25","27","25","81","70","72","63","2","1","66.66666666666666","73.22"
"51307","Chris Wood","14","New Zealand","13","2","3","191","92","3","2","Controlled","High & Average","ST","76","59","74","78","78","80","72","74","81","64","46","64","69","48","69","55","54","77","77","69","77","48","90","43","38","44","80","69","86","77","39","6","86.66666666666667","77.32000000000001"
"28517","Björn Bergmann Sigurðarson","417","Iceland","41","3","4","185","81","2","2","Controlled","High & Average","ST","68","81","80","65","70","65","66","65","67","64","64","48","65","44","63","79","76","66","70","68","69","50","70","35","47","39","76","57","75","68","3","0","100.0","69.11"
"30930","Valmir Sulejmani","111239","Kosovo","2076","3","4","185","84","3","2","Controlled","High & Average","ST","66","78","70","66","68","67","61","63","62","63","43","50","62","54","58","71","67","66","63","63","64","27","68","43","56","41","73","67","77","59","3","2","60.0","66.97000000000001"
"30069","Abdullah Al Salem","112096","Saudi Arabia","350","3","3","183","77","2","1","Controlled","Lean","ST","63","71","67","64","62","66","60","53","64","64","45","62","62","59","56","65","53","60","66","60","60","62","62","49","63","68","70","62","73","59","0","1","0.0","63.68000000000001"
"27310","Kévin Gameiro","76","France","16","3","4","172","70","2","2","Controlled","Stocky","ST","77","85","87","82","87","81","73","92","89","74","69","70","76","69","74","77","71","77","77","73","76","38","68","44","33","39","83","67","64","66","28","8","77.77777777777779","78.97000000000001"
"48268","Jordi Escobar Fernández","449","Spain","53","3","3","186","74","2","2","Controlled","High & Average","ST","65","62","71","66","70","68","66","63","59","49","56","45","54","44","44","51","50","62","65","62","65","21","71","18","18","31","64","50","67","38","2","1","66.66666666666666","66.2"
"36551","Javier Cueto Suárez","240","Spain","53","2","4","180","75","3","3","Controlled","Average","ST","64","76","73","63","65","67","61","56","68","52","43","61","56","40","49","65","55","52","63","63","67","29","71","24","31","31","73","70","74","66","5","1","83.33333333333334","64.7"
"29758","Ivan Santini","894","Croatia","189","3","3","190","90","2","2","Controlled","High & Stocky","ST","69","53","43","75","72","79","71","74","74","64","33","66","63","44","39","38","41","68","64","59","65","48","83","41","43","40","60","74","89","83","3","1","75.0","70.36000000000001"
"49831","Ahmed Alaaeldin","111527","Qatar","1990","3","5","177","73","2","1","Controlled","Average","ST","77","98","99","83","80","80","64","84","79","62","50","49","59","45","60","83","90","67","75","72","74","37","91","31","22","19","99","67","78","47","8","3","72.72727272727273","79.51000000000002"
"52674","Patrick Bamford","8","England","13","4","3","185","71","3","3","Controlled","High & Average+","ST","88","91","99","96","98","92","78","91","90","87","70","70","86","74","80","99","99","99","99","99","99","56","89","60","32","24","72","94","80","70","1852","336","84.64351005484461","94.02000000000001"
